,propertyType,lotAreaValue,address,price,bedrooms,longitude,latitude,zpid,bathrooms,livingArea
25,TOWNHOUSE,0.03,27615,320000,2.0,-78.64029,35.878826,6473394,3.0,1344.0
26,TOWNHOUSE,0.03,27612,321500,2.0,-78.71031,35.852673,6491813,3.0,1271.0
27,SINGLE_FAMILY,0.29,27545,350000,3.0,-78.48546,35.788887,6492316,3.0,1321.0
28,SINGLE_FAMILY,0.29,27613,572500,4.0,-78.71604,35.879322,6493305,3.0,2354.0
29,SINGLE_FAMILY,0.73,27526,405000,3.0,-78.75257,35.63166,6494275,3.0,1834.0
30,TOWNHOUSE,0.03,27612,305000,2.0,-78.71758,35.836277,6504799,3.0,1224.0
31,SINGLE_FAMILY,0.1,27513,635000,3.0,-78.83991,35.797775,6506602,3.0,2181.0
32,SINGLE_FAMILY,0.3,27513,550000,3.0,-78.83127,35.77472,6510829,3.0,2248.0
33,SINGLE_FAMILY,0.16999999999999998,27616,455000,4.0,-78.526245,35.880825,6520425,3.0,2083.0
34,SINGLE_FAMILY,0.7,27526,525000,3.0,-78.73934,35.630238,6531678,3.0,2014.0
35,SINGLE_FAMILY,0.22000000000000003,27616,385000,4.0,-78.570564,35.85568,65332468,3.0,1800.0
36,SINGLE_FAMILY,0.31,27606,685000,5.0,-78.71032,35.770966,65335232,3.0,2880.0
37,SINGLE_FAMILY,0.19,27519,481000,3.0,-78.86179,35.774197,6533787,3.0,1945.0
38,SINGLE_FAMILY,0.18,27571,411000,3.0,-78.466866,35.911892,65341020,3.0,2134.0
39,SINGLE_FAMILY,0.19,27519,620000,3.0,-78.86214,35.772884,6534606,3.0,2257.0
0,SINGLE_FAMILY,0.84,27612,717500,4.0,-78.69327,35.83742,6414813,3.0,2678.0
1,SINGLE_FAMILY,0.74,27615,380000,4.0,-78.60064,35.865604,6416622,2.0,3449.0
2,SINGLE_FAMILY,0.25,27604,350000,3.0,-78.615364,35.80195,6427115,1.0,1080.0
3,SINGLE_FAMILY,0.35,27511,390000,4.0,-78.75185,35.775036,6432274,3.0,2603.0
4,SINGLE_FAMILY,0.34,27529,360000,3.0,-78.63839,35.70566,6456742,2.0,1492.0
5,SINGLE_FAMILY,0.1,27518,545000,3.0,-78.77357,35.730446,6486789,3.0,2776.0
6,TOWNHOUSE,0.03,27615,280000,2.0,-78.64271,35.8828,6486842,2.0,1220.0
7,TOWNHOUSE,0.04,27511,300000,2.0,-78.79759,35.77725,6490908,3.0,1224.0
8,SINGLE_FAMILY,0.16999999999999998,27513,415000,3.0,-78.7932,35.81361,6496545,3.0,1825.0
9,SINGLE_FAMILY,0.18,27513,460500,3.0,-78.777954,35.80053,6501268,3.0,1901.0
10,SINGLE_FAMILY,0.24,27545,360000,3.0,-78.45313,35.768948,65333853,2.0,1406.0
11,SINGLE_FAMILY,0.29,27540,400000,2.0,-78.872086,35.632465,65335678,3.0,1626.0
12,LOT,4.9,27529,600000,,-78.541595,35.70694,65344949,,
13,SINGLE_FAMILY,0.26,27613,460000,3.0,-78.740234,35.92454,6540974,3.0,1991.0
14,SINGLE_FAMILY,0.28,27519,626750,4.0,-78.86636,35.767292,6557538,3.0,2222.0
15,SINGLE_FAMILY,0.21000000000000002,27518,700000,4.0,-78.7574,35.743347,6562330,3.0,3439.0
16,TOWNHOUSE,0.04,27519,415500,2.0,-78.91229,35.82379,68320764,3.0,1756.0
17,SINGLE_FAMILY,0.35,27587,470000,4.0,-78.47938,35.960285,69566800,3.0,2205.0
18,TOWNHOUSE,0.04,27606,317500,3.0,-78.71231,35.78791,70488014,3.0,1500.0
19,SINGLE_FAMILY,0.4,27539,885000,4.0,-78.76011,35.655857,79886775,3.0,3727.0
20,SINGLE_FAMILY,0.16,27529,337000,3.0,-78.62136,35.720413,80208056,2.0,1375.0
21,TOWNHOUSE,0.06,27617,400000,3.0,-78.74219,35.88891,81436000,3.0,1776.0
22,SINGLE_FAMILY,0.2,27526,415000,3.0,-78.809135,35.573994,81761989,3.0,2303.0
23,SINGLE_FAMILY,1.05,27610,375000,3.0,-78.501114,35.743103,88948003,2.0,1500.0
24,TOWNHOUSE,0.06999999999999999,27519,484500,3.0,-78.91285,35.825336,89496462,3.0,2050.0
25,TOWNHOUSE,0.06999999999999999,27539,401000,4.0,-78.82576,35.687008,89498351,4.0,2153.0
26,TOWNHOUSE,0.06999999999999999,27560,381000,3.0,-78.84745,35.851852,92420856,3.0,1473.0
27,SINGLE_FAMILY,0.41,27540,1625000,6.0,-78.87195,35.665863,122075091,6.0,5356.0
28,SINGLE_FAMILY,0.13999999999999999,27616,450000,4.0,-78.5239,35.8641,125168884,3.0,2340.0
29,CONDO,0.0,27612,275000,2.0,-78.71629,35.835453,132171583,2.0,1063.0
30,TOWNHOUSE,0.0,27609,317000,2.0,-78.63442,35.830986,132222436,2.0,1120.0
31,TOWNHOUSE,0.03,27540,350000,3.0,-78.82581,35.679596,133703022,3.0,1724.0
32,CONDO,0.0,27526,322500,2.0,,,2062301155,2.0,912.0
33,CONDO,0.0,27526,313950,2.0,,,2062305258,2.0,912.0
34,CONDO,0.0,27526,325900,2.0,,,2062305279,2.0,905.0
35,SINGLE_FAMILY,0.13,27608,660000,2.0,,,2062891978,1.0,1296.0
36,SINGLE_FAMILY,,27597,380650,4.0,,,2064180298,3.0,1918.0
37,TOWNHOUSE,0.07300000000000001,27523,531177,5.0,,,2066801551,5.0,2760.0
38,SINGLE_FAMILY,0.16,27591,790763,4.0,,,2067914804,3.0,3222.0
39,SINGLE_FAMILY,0.18,27616,505000,4.0,-78.512024,35.83769,215484338,3.0,2674.0
0,TOWNHOUSE,0.05,27614,395000,3.0,-78.57762,35.922657,69565702,3.0,2108.0
1,SINGLE_FAMILY,1.34,27597,330000,3.0,-78.28413,35.802086,71204461,2.0,1855.0
2,TOWNHOUSE,0.08,27560,524900,3.0,-78.83873,35.826103,71845606,3.0,2350.0
3,SINGLE_FAMILY,0.16999999999999998,27540,530000,4.0,-78.86099,35.640095,71898894,3.0,2754.0
4,TOWNHOUSE,0.08,27539,470000,3.0,-78.75506,35.665356,80202526,3.0,2436.0
5,SINGLE_FAMILY,0.15,27610,406700,4.0,-78.545975,35.7279,81748069,3.0,2363.0
6,TOWNHOUSE,0.04,27519,340000,2.0,-78.850266,35.834618,82670046,3.0,1380.0
7,TOWNHOUSE,0.08,27502,375000,3.0,-78.82703,35.7277,82675582,3.0,1326.0
8,SINGLE_FAMILY,0.22999999999999998,27540,655000,4.0,-78.87052,35.628,82677262,3.0,2778.0
9,SINGLE_FAMILY,0.22999999999999998,27540,595000,3.0,-78.77705,35.657368,89498191,3.0,2499.0
10,TOWNHOUSE,0.03,27607,459400,2.0,-78.67254,35.800755,122279280,3.0,1467.0
11,SINGLE_FAMILY,0.16,27603,591600,4.0,-78.69925,35.66118,133702832,3.0,2893.0
12,SINGLE_FAMILY,0.15,27616,490000,4.0,-78.51153,35.83856,133704265,3.0,2671.0
13,CONDO,0.0,27511,275000,2.0,,,2062627914,2.0,1100.0
14,CONDO,0.0,27615,215000,2.0,,,2062663543,2.0,1129.0
15,SINGLE_FAMILY,0.8,27616,540000,4.0,,,2062911640,3.0,2455.0
16,SINGLE_FAMILY,0.208,27526,616787,5.0,,,2065559320,4.0,3093.0
17,SINGLE_FAMILY,4.9,27529,600000,2.0,,,2065716414,2.0,1278.0
18,SINGLE_FAMILY,0.18,27562,625000,3.0,,,2066391716,3.0,2850.0
19,SINGLE_FAMILY,0.19399999999999998,27529,590000,5.0,,,2066573212,4.0,3037.0
20,SINGLE_FAMILY,0.143,27591,613000,4.0,,,2070237209,3.0,2520.0
21,CONDO,0.0,27540,236500,1.0,,,2085914259,2.0,755.0
22,SINGLE_FAMILY,0.61,27592,640000,4.0,-78.72818,35.587994,215484985,3.0,2610.0
23,TOWNHOUSE,0.06,27529,375000,3.0,-78.61199,35.689693,215486421,3.0,2101.0
24,SINGLE_FAMILY,0.08,27523,590000,4.0,-78.9186,35.737762,244488911,4.0,2370.0
25,SINGLE_FAMILY,6.98,27587,835000,3.0,-78.48509,35.87528,248751525,4.0,2105.0
26,TOWNHOUSE,0.05,27529,375000,3.0,-78.614845,35.693115,248756641,3.0,1618.0
27,SINGLE_FAMILY,0.44,27545,665000,4.0,-78.536026,35.776043,305115981,4.0,3945.0
28,TOWNHOUSE,0.05,27502,432500,3.0,-78.83607,35.72814,305118204,4.0,1850.0
29,SINGLE_FAMILY,1.01,27615,2072136,4.0,-78.67932,35.942726,305126418,5.0,5076.0
30,TOWNHOUSE,0.05,27616,391900,3.0,-78.52685,35.849674,336867720,3.0,1629.0
31,TOWNHOUSE,0.06,27601,801509,3.0,-78.627464,35.777607,336868742,4.0,2034.0
32,SINGLE_FAMILY,0.19,27615,675000,4.0,-78.67524,35.892277,50100574,3.0,2967.0
33,SINGLE_FAMILY,0.16999999999999998,27540,505000,4.0,-78.86832,35.632492,50120783,3.0,3274.0
34,SINGLE_FAMILY,0.34,27614,750000,4.0,-78.56768,35.91672,53455919,4.0,3075.0
35,TOWNHOUSE,0.04,27612,310000,3.0,-78.71727,35.85357,53461051,3.0,1702.0
36,SINGLE_FAMILY,0.16999999999999998,27604,363000,3.0,-78.572716,35.813545,60397136,2.0,1491.0
37,TOWNHOUSE,0.05,27614,415000,2.0,-78.59478,35.9139,60536652,3.0,1961.0
38,SINGLE_FAMILY,0.28,27609,470000,3.0,-78.64251,35.860188,6389229,2.0,1275.0
39,SINGLE_FAMILY,0.28,27604,305000,3.0,-78.59299,35.8261,6409000,3.0,1693.0
0,SINGLE_FAMILY,1.49,27540,850000,4.0,-78.857544,35.602104,305116482,4.0,3847.0
1,TOWNHOUSE,0.06999999999999999,27502,550000,4.0,-78.92345,35.727276,305122766,4.0,2506.0
2,TOWNHOUSE,0.06,27597,317260,3.0,-78.28817,35.835743,336866847,3.0,1738.0
3,SINGLE_FAMILY,1.86,27614,900000,5.0,-78.611725,35.9204,50100084,6.0,5855.0
4,SINGLE_FAMILY,0.15,27613,510000,4.0,-78.72121,35.890465,50101900,3.0,2249.0
5,SINGLE_FAMILY,0.22999999999999998,27616,475300,4.0,-78.559616,35.838676,50105749,3.0,3018.0
6,TOWNHOUSE,0.06,27612,515000,3.0,-78.67848,35.848267,50119315,3.0,2070.0
7,SINGLE_FAMILY,0.29,27610,270000,3.0,-78.61822,35.75222,6376032,1.0,1176.0
8,SINGLE_FAMILY,0.76,27529,305000,3.0,-78.55,35.678654,6384003,2.0,1144.0
9,SINGLE_FAMILY,0.16,27601,404250,3.0,-78.633606,35.767673,6394407,2.0,1187.0
10,SINGLE_FAMILY,1.67,27612,700000,4.0,-78.67499,35.85281,6400891,4.0,4510.0
11,SINGLE_FAMILY,1.38,27526,1150000,4.0,-78.78995,35.642624,6415507,4.0,5187.0
12,SINGLE_FAMILY,0.34,27608,1150000,4.0,-78.64061,35.816643,6417484,4.0,3522.0
13,SINGLE_FAMILY,0.6,27587,255000,3.0,-78.68861,36.00986,6422643,1.0,1178.0
14,SINGLE_FAMILY,0.42998163452709,27511,475000,3.0,-78.80701,35.755367,6438293,2.0,1811.0
15,SINGLE_FAMILY,0.94,27606,600000,3.0,-78.74757,35.70835,6458728,2.0,2025.0
16,SINGLE_FAMILY,0.16999999999999998,27613,400000,3.0,-78.7078,35.87587,6472820,2.0,1466.0
17,SINGLE_FAMILY,1.33,27526,315000,3.0,-78.817955,35.565804,6473971,2.0,1329.0
18,SINGLE_FAMILY,0.36,27615,751000,4.0,-78.60259,35.897877,6477617,3.0,3196.0
19,SINGLE_FAMILY,1.69,27519,879000,4.0,-78.88944,35.76939,6486225,5.0,3144.0
20,TOWNHOUSE,0.05,27513,330000,2.0,-78.79276,35.794632,6486800,2.0,1209.0
21,SINGLE_FAMILY,0.2,27610,350000,4.0,-78.5476,35.75524,6493945,3.0,2012.0
22,SINGLE_FAMILY,0.79,27603,350000,3.0,-78.61957,35.616493,6504692,2.0,1366.0
23,SINGLE_FAMILY,0.22000000000000003,27545,381000,3.0,-78.50957,35.78879,6505821,3.0,1552.0
24,SINGLE_FAMILY,0.16,27513,385000,2.0,-78.82739,35.7663,6508752,2.0,1226.0
25,SINGLE_FAMILY,0.56,27613,705000,4.0,-78.693085,35.888233,6513129,4.0,2959.0
26,SINGLE_FAMILY,0.33,27613,775000,4.0,-78.697395,35.885834,6517873,3.0,3092.0
27,SINGLE_FAMILY,0.88,27526,684000,4.0,-78.73844,35.627506,6532518,3.0,2820.0
28,SINGLE_FAMILY,0.24,27540,435000,3.0,-78.86994,35.63214,65329182,3.0,2715.0
29,SINGLE_FAMILY,0.18,27540,406801,3.0,-78.87092,35.634117,65329471,3.0,1672.0
30,SINGLE_FAMILY,0.13,27540,410000,3.0,-78.83129,35.66558,65341839,3.0,1764.0
31,TOWNHOUSE,0.04,27606,375000,2.0,-78.710724,35.751366,65342360,3.0,1324.0
32,SINGLE_FAMILY,1.89,27597,499009,4.0,-78.28057,35.84732,6539184,3.0,2913.0
33,SINGLE_FAMILY,0.3,27540,430000,3.0,-78.86149,35.633453,6548172,3.0,1765.0
34,SINGLE_FAMILY,0.27,27540,445000,5.0,-78.82751,35.646095,6548627,3.0,2108.0
35,SINGLE_FAMILY,0.214,27616,380000,3.0,-78.56035,35.835545,6552808,3.0,1656.0
36,SINGLE_FAMILY,0.22000000000000003,27545,331000,3.0,-78.4541,35.76577,6563521,2.0,1230.0
37,SINGLE_FAMILY,0.15,27502,380000,3.0,-78.86233,35.724262,6565616,2.0,1150.0
38,SINGLE_FAMILY,0.29,27603,535000,3.0,-78.66708,35.66812,68317025,3.0,2400.0
39,SINGLE_FAMILY,0.39,27571,437500,4.0,-78.45841,35.93239,68319946,3.0,2477.0
0,SINGLE_FAMILY,0.24,27519,725000,4.0,-78.86653,35.781128,6536825,3.0,2287.0
1,SINGLE_FAMILY,3.95,27539,980000,5.0,-78.817566,35.69839,6536910,5.0,4437.0
2,SINGLE_FAMILY,0.21000000000000002,27518,725000,5.0,-78.78302,35.73007,6537199,3.0,3386.0
3,SINGLE_FAMILY,0.43,27513,1025000,4.0,-78.78164,35.82488,6539156,4.0,4100.0
4,SINGLE_FAMILY,0.91999540863177,27591,80000,1.0,-78.41725,35.7732,6544519,1.0,786.0
5,SINGLE_FAMILY,0.3,27612,770000,4.0,-78.71342,35.824497,6549179,3.0,2730.0
6,SINGLE_FAMILY,0.188,27519,837000,4.0,-78.85257,35.76898,6558076,4.0,3016.0
7,SINGLE_FAMILY,0.35,27518,775000,4.0,-78.805466,35.711674,6560007,3.0,2923.0
8,SINGLE_FAMILY,1.3,27587,655000,3.0,-78.70187,35.993435,6564825,3.0,2718.0
9,TOWNHOUSE,0.03,27587,300000,2.0,-78.51371,35.966305,67558500,3.0,1380.0
10,SINGLE_FAMILY,1.65,27526,700000,4.0,-78.776436,35.553944,70487429,4.0,3293.0
11,TOWNHOUSE,0.05,27519,2350,3.0,-78.90361,35.84451,92415907,3.0,1637.0
12,TOWNHOUSE,0.04,27612,368000,2.0,-78.73488,35.875683,94722912,3.0,1695.0
13,SINGLE_FAMILY,0.633,27587,750000,4.0,-78.54628,36.005875,94724850,5.0,4272.0
14,TOWNHOUSE,0.03,27606,440000,3.0,-78.72845,35.747715,114329795,3.0,1856.0
15,SINGLE_FAMILY,0.13,27587,460000,4.0,-78.4659,35.96121,119341863,3.0,2227.0
16,SINGLE_FAMILY,0.33,27539,745000,5.0,-78.72857,35.6416,122278399,4.0,3195.0
17,TOWNHOUSE,0.1,27612,825000,3.0,-78.691765,35.83284,122278658,3.0,2559.0
18,SINGLE_FAMILY,0.34,27571,551000,4.0,-78.45695,35.9116,125168479,4.0,2908.0
19,TOWNHOUSE,0.0,27615,300000,2.0,-78.678665,35.89242,132194617,3.0,1167.0
20,TOWNHOUSE,0.03,27612,387500,3.0,-78.72409,35.869568,133201060,4.0,1928.0
21,SINGLE_FAMILY,1.45,27613,1520000,4.0,-78.714035,35.89597,133704421,6.0,6326.0
22,CONDO,0.0,27526,306850,2.0,,,2062301182,2.0,905.0
23,SINGLE_FAMILY,0.16999999999999998,27526,469871,4.0,,,2062302140,3.0,2170.0
24,CONDO,0.0,27526,300000,2.0,,,2062305256,1.0,802.0
25,CONDO,0.0,27526,309500,2.0,,,2062305257,2.0,905.0
26,SINGLE_FAMILY,0.16999999999999998,27591,539354,4.0,,,2062404031,3.0,2004.0
27,SINGLE_FAMILY,0.26,27502,995000,5.0,,,2063020859,5.0,4251.0
28,SINGLE_FAMILY,0.164,27529,545000,4.0,,,2063372258,3.0,2537.0
29,TOWNHOUSE,0.053,27610,391000,3.0,,,2065512553,3.0,1689.0
30,SINGLE_FAMILY,0.21000000000000002,27526,663277,5.0,,,2065565929,5.0,3077.0
31,TOWNHOUSE,0.042,27608,358500,3.0,,,2065655835,3.0,1458.0
32,SINGLE_FAMILY,0.177,27529,535925,4.0,,,2065764235,3.0,2472.0
33,LOT,0.468,27608,975000,,,,2066044578,,
34,TOWNHOUSE,0.06,27601,800084,3.0,,,2066781905,4.0,2034.0
35,TOWNHOUSE,0.09,27597,317247,3.0,,,2067008184,3.0,1590.0
36,SINGLE_FAMILY,0.16999999999999998,27540,671775,3.0,,,2067636102,5.0,3302.0
37,SINGLE_FAMILY,0.16999999999999998,27545,462716,5.0,,,2068519665,4.0,2488.0
38,SINGLE_FAMILY,0.13999999999999999,27591,585000,4.0,,,2070844459,3.0,2689.0
39,SINGLE_FAMILY,0.338,27502,1362500,5.0,-78.902054,35.706757,215488885,7.0,5124.0
0,SINGLE_FAMILY,1.43,27529,395000,3.0,-78.56694,35.664803,53460737,2.0,2346.0
1,SINGLE_FAMILY,0.69,27606,755000,4.0,-78.72148,35.745724,53461466,3.0,2656.0
2,SINGLE_FAMILY,0.27,27526,357000,3.0,-78.76697,35.583412,60393452,3.0,1554.0
3,SINGLE_FAMILY,0.6,27604,475000,5.0,-78.549355,35.813736,60398020,3.0,2449.0
4,SINGLE_FAMILY,0.25,27616,525000,5.0,-78.54201,35.891266,60398193,4.0,3180.0
5,SINGLE_FAMILY,0.21000000000000002,27616,415000,3.0,-78.51211,35.881443,60398605,2.0,1376.0
6,SINGLE_FAMILY,0.12,27603,435000,3.0,-78.670105,35.744488,60535266,3.0,1629.0
7,MANUFACTURED,1.92,27529,240000,3.0,-78.55284,35.671375,60535829,2.0,1210.0
8,TOWNHOUSE,0.029,27610,230000,2.0,-78.55522,35.762882,60537796,3.0,1218.0
9,TOWNHOUSE,0.03,27606,223000,2.0,-78.724625,35.785355,62038037,3.0,960.0
10,SINGLE_FAMILY,0.82,27612,540000,4.0,-78.689186,35.85759,6376442,4.0,2961.0
11,SINGLE_FAMILY,0.82,27612,685000,4.0,-78.66489,35.87211,6391724,4.0,2877.0
12,SINGLE_FAMILY,1.44,27597,335000,3.0,-78.31766,35.872547,6392791,3.0,1819.0
13,SINGLE_FAMILY,1.07,27614,534000,3.0,-78.66118,35.932827,6396943,3.0,3373.0
14,SINGLE_FAMILY,0.16999999999999998,27610,270000,3.0,-78.62216,35.768356,6398007,1.0,935.0
15,SINGLE_FAMILY,0.57,27511,1295000,3.0,-78.78644,35.74613,6399388,5.0,4255.0
16,SINGLE_FAMILY,0.6,27511,1475000,4.0,-78.78604,35.7463,6401682,4.0,4263.0
17,SINGLE_FAMILY,0.24,27513,902860,3.0,-78.7855,35.793205,6416076,4.0,4079.0
18,SINGLE_FAMILY,0.32,27609,770000,4.0,-78.62895,35.84177,6428641,3.0,2513.0
19,SINGLE_FAMILY,0.3,27513,395000,3.0,-78.80017,35.78953,6437871,2.0,1506.0
20,SINGLE_FAMILY,0.47,27591,210000,4.0,-78.38324,35.81552,6438787,2.0,1437.0
21,SINGLE_FAMILY,0.3,27511,475500,4.0,-78.767555,35.786068,6442081,3.0,1785.0
22,SINGLE_FAMILY,0.69,27545,310000,3.0,-78.45616,35.763206,6451570,1.0,1070.0
23,SINGLE_FAMILY,0.59,27613,730000,4.0,-78.722725,35.900974,6455880,3.0,3073.0
24,SINGLE_FAMILY,0.34,27529,350000,3.0,-78.63733,35.706184,6460243,2.0,1282.0
25,SINGLE_FAMILY,4.17,27591,525000,3.0,-78.41734,35.77389,6461583,2.0,2128.0
26,LOT,1.04,27591,525000,,-78.41625,35.775005,6471575,,
27,SINGLE_FAMILY,0.6,27518,735000,5.0,-78.770996,35.72841,6481853,3.0,3366.0
28,TOWNHOUSE,0.02,27511,247400,2.0,-78.812515,35.75668,6486447,3.0,1105.0
29,MANUFACTURED,11.25,27596,310000,4.0,-78.38298,35.93337,6499475,3.0,1708.0
30,TOWNHOUSE,0.05,27520,280000,3.0,-78.50127,35.680096,6500305,2.0,1430.0
31,TOWNHOUSE,0.03,27606,270000,2.0,-78.73364,35.78032,6504487,3.0,1250.0
32,SINGLE_FAMILY,0.19,27513,530000,4.0,-78.83053,35.772648,6508564,3.0,2061.0
33,SINGLE_FAMILY,0.69,27603,325000,3.0,-78.64309,35.61488,6509124,3.0,1440.0
34,MANUFACTURED,0.18,27587,80000,3.0,-78.5058,35.981037,6520319,2.0,1500.0
35,SINGLE_FAMILY,0.22999999999999998,27502,362000,3.0,-78.84985,35.722664,6520900,2.0,1142.0
36,SINGLE_FAMILY,0.31,27613,700000,4.0,-78.70544,35.88494,6523251,3.0,3042.0
37,SINGLE_FAMILY,1.86,27614,600000,3.0,-78.68356,35.968655,6527230,3.0,2197.0
38,SINGLE_FAMILY,0.43,27612,740000,4.0,-78.73824,35.87301,6527423,3.0,3029.0
39,SINGLE_FAMILY,0.24,27616,393000,4.0,-78.52585,35.86859,65335570,3.0,1991.0
0,SINGLE_FAMILY,0.16,27526,420000,3.0,-78.7689,35.614716,103762944,3.0,1800.0
1,TOWNHOUSE,0.05,27560,415000,3.0,-78.85001,35.848618,120874386,3.0,1733.0
2,SINGLE_FAMILY,0.18,27526,375000,3.0,-78.7484,35.585785,122276323,2.0,1623.0
3,SINGLE_FAMILY,0.32,27608,1600000,4.0,-78.65407,35.804146,132217183,4.0,2685.0
4,CONDO,0.0,27610,160000,2.0,-78.60777,35.79939,132245869,2.0,1012.0
5,MULTI_FAMILY,0.44,27604,440000,,,,2062731264,,2572.0
6,SINGLE_FAMILY,0.25,27540,606820,4.0,,,2063306139,3.0,2883.0
7,SINGLE_FAMILY,0.27,27540,605515,4.0,,,2063317680,3.0,2883.0
8,SINGLE_FAMILY,0.472,27502,1196313,5.0,,,2064283120,6.0,5237.0
9,SINGLE_FAMILY,0.388,27502,1349076,5.0,,,2064284967,5.0,5006.0
10,SINGLE_FAMILY,0.147,27610,498535,2.0,,,2064340287,2.0,1861.0
11,SINGLE_FAMILY,0.169,27526,477448,4.0,,,2066377891,3.0,2132.0
12,TOWNHOUSE,0.06,27601,754999,3.0,,,2066781856,4.0,2009.0
13,LOT,3.173,27597,150000,,,,2066840334,,
14,SINGLE_FAMILY,0.32,27539,700963,3.0,,,2067257337,4.0,3127.0
15,SINGLE_FAMILY,0.96,27587,1426000,4.0,-78.57981,35.986958,215486951,5.0,4430.0
16,TOWNHOUSE,0.4,27587,349900,3.0,-78.48959,35.978943,215487102,3.0,1600.0
17,SINGLE_FAMILY,0.21000000000000002,27587,570000,4.0,-78.51495,35.95514,215492830,4.0,2975.0
18,SINGLE_FAMILY,0.104,27587,368000,3.0,-78.499504,35.978832,215493038,3.0,1530.0
19,SINGLE_FAMILY,0.22999999999999998,27540,875000,5.0,-78.85988,35.663055,248747622,5.0,4300.0
20,SINGLE_FAMILY,0.37,27616,692000,7.0,-78.55687,35.850586,248752120,7.0,4400.0
21,SINGLE_FAMILY,0.15,27526,390000,3.0,-78.74564,35.589546,248755285,2.0,1461.0
22,SINGLE_FAMILY,0.57,27571,645000,5.0,-78.45934,35.9099,248756599,4.0,3658.0
23,TOWNHOUSE,0.05,27502,2295,3.0,-78.84576,35.740353,305116958,2.5,2447.0
24,TOWNHOUSE,0.025,27502,510000,4.0,-78.88331,35.743206,305125083,4.0,2421.0
25,SINGLE_FAMILY,2.0,27511,480000,2.0,-78.771645,35.766575,50097681,4.0,3052.0
26,SINGLE_FAMILY,0.25,27502,560000,4.0,-78.91004,35.730774,50103431,3.0,2073.0
27,SINGLE_FAMILY,0.21000000000000002,27540,655000,5.0,-78.794174,35.656128,50105966,3.0,2845.0
28,SINGLE_FAMILY,0.1,27604,328500,3.0,-78.57107,35.802372,50106727,2.0,1081.0
29,SINGLE_FAMILY,0.16999999999999998,27606,455000,3.0,-78.73403,35.74851,50107007,2.0,1977.0
30,SINGLE_FAMILY,0.2,27545,354500,3.0,-78.463455,35.812225,50110083,2.0,1307.0
31,SINGLE_FAMILY,0.57,27587,775000,5.0,-78.54073,36.008755,50114073,3.0,3348.0
32,SINGLE_FAMILY,0.28,27603,575000,4.0,-78.66991,35.668106,50114254,3.0,2350.0
33,SINGLE_FAMILY,0.26,27502,623000,4.0,-78.88731,35.732674,50114442,3.0,2376.0
34,SINGLE_FAMILY,0.15,27612,450000,3.0,-78.71797,35.85536,50115391,3.0,1669.0
35,SINGLE_FAMILY,0.34,27523,635000,4.0,-78.8833,35.75961,50116002,3.0,2337.0
36,SINGLE_FAMILY,0.04,27614,360000,3.0,-78.590454,35.908638,50116351,3.0,1686.0
37,SINGLE_FAMILY,0.55,27587,482500,3.0,-78.540474,36.004005,50119795,3.0,1940.0
38,SINGLE_FAMILY,0.16999999999999998,27617,549900,4.0,-78.732414,35.905746,50120492,3.0,1953.0
39,SINGLE_FAMILY,0.36,27614,750000,4.0,-78.5839,35.916573,50121891,3.0,3350.0
